Connected to Vehicle ECU Database
Automotive Telematics Gateway - Kafka Producer Ready
=== Automotive Telematics Gateway Started ===
Reading from Vehicle ECU Database...
Applying ISO 26262 Security Validation...
Streaming to Cloud Platform...
Processing 200 vehicle battery records...
Transmitted: NASA_BATTERY_2 - Health: 41.89%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.27%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 80.84%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.99%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.63%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.45%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.83%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.02%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.49%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.88%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.57%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 55.63%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.93%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 55.12%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.73%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 74.4%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.88%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 71.47%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 72.1%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 73.4%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 72.08%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 85.39%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 71.27%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.86%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 69.88%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 70.37%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 84.32%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.03%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 72.23%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 73.67%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.69%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.17%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.07%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.69%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.72%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.51%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 82.44%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 71.81%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 75.29%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 72.81%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 70.74%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 69.71%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 72.94%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 72.08%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 70.69%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 70.32%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.32%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 73.84%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 84.12%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.76%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 79.48%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.6%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.2%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 72.4%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 70.86%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 73.05%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 72.83%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 75.93%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.42%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 74.14%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 70.65%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 74.21%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 74.13%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.4%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 75.86%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 73.69%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 74.2%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.03%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 84.97%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 73.9%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 71.69%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 69.44%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 74%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 76.54%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.79%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.48%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 79.08%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 69.33%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 71.66%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 79.71%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 70.32%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.35%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 77.93%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 74.44%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 79.07%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 68.05%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.19%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 70.67%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 68.47%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 68.41%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 74.07%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 72.27%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 73.81%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 73.91%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 79.11%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 84.93%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 71.65%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 69.3%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.73%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 69.54%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.15%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.88%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.3%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 73.79%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 88.91%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 74.16%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.27%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 70.22%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 73.37%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.64%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.39%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 87.25%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.36%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 78.02%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.39%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.39%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 72.92%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 72.81%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 73.7%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 72.68%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 70.53%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.35%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 70.46%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 73.23%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 70.3%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 70.81%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 73.18%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 68.39%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.74%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 72.31%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 70.27%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.29%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 71.38%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 84.02%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 73.52%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 84.5%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.23%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 79.42%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 68.74%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 70.76%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 83.96%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 70.95%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 69.5%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.95%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 71.76%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.15%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 72.71%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.31%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 71.91%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 72.34%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.8%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 70.92%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 72.07%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.51%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 73.65%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 79.5%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 71.99%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.08%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 70.26%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 71.36%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 70.3%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.9%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.15%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.8%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.54%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 71.86%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.99%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 73.73%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 73.36%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 78.22%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 86.17%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 83.47%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.73%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 78.88%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 73.55%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 71.71%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.85%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.25%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 80.6%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.98%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.6%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.52%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.74%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.26%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.4%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 83.98%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.2%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.43%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 84.64%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.07%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.83%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.72%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 85.35%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.77%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.9%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 79.64%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.74%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.97%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.03%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.32%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 79.78%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.94%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.54%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 79.27%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 84.88%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.09%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.91%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.49%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.77%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.5%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.1%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.13%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.32%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.35%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 79.89%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 79.09%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.35%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.45%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 82.99%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.47%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.52%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.56%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 78.02%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 79.64%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 78.87%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.14%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.51%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.06%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.7%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.7%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.41%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 82.03%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 84.9%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.65%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.48%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.6%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 82.38%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 78.42%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 80.08%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.67%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.99%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 84.27%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.87%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.38%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.24%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 78.72%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 78.96%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.82%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.76%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 78.71%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.64%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.86%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.43%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.12%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.77%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.28%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.54%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.62%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 82.73%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 84.09%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.06%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.65%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 78.74%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.19%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.36%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.15%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.9%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.13%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 88.59%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 80.95%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.39%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.11%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.8%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.8%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.94%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.31%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.23%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.9%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.61%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.28%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 83.94%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.62%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.65%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.71%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.26%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.47%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.61%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 85.02%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.95%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 80.28%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.56%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.04%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.52%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.43%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.38%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.65%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 80.01%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.33%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.63%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 79.58%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.54%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 80.54%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.6%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.37%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.29%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.42%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.51%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.67%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.54%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.31%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.16%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.53%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 85.63%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.64%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.51%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.07%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.84%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.76%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 78.95%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 85.42%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.42%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 83.24%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.54%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.86%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.69%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 84.39%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 85.05%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 82.46%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.04%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.44%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.55%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 79.15%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.8%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 83.14%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.6%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.32%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.92%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 83.28%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.97%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.49%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 80.01%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.94%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.85%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.76%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 81.87%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.22%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 80.85%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.05%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.83%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 82.1%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.08%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 80.45%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.62%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 84.91%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 81.13%, Alert: CRITICAL
Transmitted: NASA_BATTERY_3 - Health: 81.23%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.13%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.14%, Alert: WARNING
Transmitted: NASA_BATTERY_3 - Health: 85.46%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 82.97%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 80.31%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.28%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 84.08%, Alert: HEALTHY
Transmitted: NASA_BATTERY_3 - Health: 83.46%, Alert: CRITICAL
